Автор,Оценка,Продавец,Фото,Лайки,Дизлайки,Реакции,Рейтинг,Текст,Час,День,Месяц,Год,Наличие эмодзи,Количество_!,Длина_Текста,sentiment_anger,sentiment_enthusiasm,sentiment_fear,sentiment_happiness,sentiment_neutral,sentiment_sadness,skip,positive,negative,neutral,speech
0,5,1,0,0,0,0,0,"Комплектность - все, что нужно для сна, удобный матрас, тонкое, но теплое одеяло Подушки ну слишком уж тонкие Отличный комплект. Матрас средней жесткости, лежать приятно. Подушки тонкие - для меня скорее минус, чем плюс, но балл снижать не стал. Одеяло сначала показалось тоже чересчур тонким, но по факту оказалось достаточно теплым",15,9,4,2024,0,0,4,False,False,False,False,True,False,0.19,0.12,0.15,0.45,0.01
1,5,1,0,0,0,0,0,"отличный матрас, + легкий, функциональный, хорошо держит вес тела, подушка и одеяло невесомые, гипоаллергенные на матрасе нет боковых ручек для транспортировки упаковка супер, товар пришел в свернутом виде, занимал мin места, при анбоксинге согласно инструкции развернулся на указанную высоту, не ожидала что можно так свернуть!",6,9,6,2023,0,1,4,False,False,False,False,True,False,0.07,0.14,0.31,0.48,0.01
0,4,1,0,0,0,0,0,"Матрас прекрасный, мягкий , высокий, в чехле на молнии, просто 5 баллов, подушки тоже неплохие, взбил их и удобно спать, не знаю на сколько хватит правда, использую неделю. Одеяло оказалось меньше пододеяльника, размеры не мерил конечно но другие одеяла заполняли пододеяльник полностью. В общем комплектом доволен и рекомендую.",7,30,1,2024,0,0,4,False,False,False,True,False,False,0.15,0.18,0.17,0.28,0.0
1,5,1,0,0,0,0,0,Я доволен все хорошо в целос нормально значительно выгодно когда беру с и просто хорошо работаем молодцы они все все делают только иногда блокируют и ж с это что подклать  Обожал я покупки пока не блокировал меня он я был очень расстроен после этого но странно что так получается тогда товары хорошие хочется покупать часто цены хорошие,4,25,5,2024,0,0,4,False,False,False,True,False,False,0.04,0.23,0.17,0.51,0.01
1,5,1,0,0,0,0,0,Спать стало лучше) ощущение как будто паришь в воздухе Особо не увидел может и есть какие то скрытые нюансы! Взял по акции за 7тыс почти и не пожелел. Сначала сомневался а стоит ли? И в итоге не прогадал матрас отличный подушка так се одеяло более менее. Матрас супер) Как правильно матрас или матрац? Мне больше нравиться матрас!,0,10,10,2023,0,2,4,False,True,False,False,False,False,0.16,0.16,0.17,0.16,0.04
1,5,1,0,0,0,0,0,"Очень классный, мягкий матрас нет Матрас просто отличного качества, пришёл в рулоне, тяжеленный. В наборе кроме матраса идёт подушка и одеяло, для ребёнка вообще суперский набор на кровать. По жёсткости средний, достаточно высокий, ребёнку очень нравится. Стоил 7990 по акции, с бонусами спасибо вышел в 5500. Покупкой мы довольны.",11,16,6,2024,0,0,4,False,False,False,False,True,False,0.13,0.23,0.21,0.27,0.01
1,4,1,1,0,0,0,0,"Цена, и возврат бонусов Он не 200см а 193 Отличная цена за такой комплект, плюс ещё бонусами половину возвращают. Доставили в назначенный срок матрас свернутый в рулон. Из минусов точто матрас короче, причём на 7см",10,8,2,2024,0,0,3,False,False,False,False,True,False,0.05,0.8,0.31,0.04,0.02
1,5,1,0,0,0,0,0,"Отличный мягкий матрас. Не скрипит)) комфортная поддержка тела, быстро принял форму после распаковки, абсолютно без запаха, одеяло и подушки были внутри скрутки, с ними тоже все отлично) супер комбо за смешные деньги))! Не нашли)) Если ищете недорогой хороший матрас, это ваш выбор!) Действительно комплект для комфортного сна)",18,13,8,2023,0,2,4,False,False,False,True,False,False,0.11,0.17,0.27,0.38,0.01
1,5,1,0,0,0,0,0,"Комплектация за свою цену с кэшбеком хороша На одном месте немного чувствуется затхлый запах, как будто туда при сборке капнула вода, хотя пятен нет, заметно только если принюхиваться. Пришел в рулоне скрученный, хорошо упакован. Принял форму очень быстро. Для себя весом в 80 кг сильно не проминается, жёсткость устраивает.",18,22,4,2024,0,0,4,False,False,False,False,True,False,0.1,0.51,0.11,0.13,0.02
1,5,1,0,0,0,0,0,"Качество, цена, упаковка Слабое описание Покупал для детей матрас размером 90*200. Остались довольны покупкой, средняя жесткость, визуально кажестя что сделант из хороших и качественных материалов. Доп плюс жто в комплекте подушка и одеяло. Так как матрасы идут завернутом виде советую после вскрытия дать отстоятся 48 часов.",13,21,2,2024,0,0,4,False,False,False,False,True,False,0.04,0.42,0.11,0.35,0.0
1,5,1,0,0,0,0,0,"Цена по акции. Отличный состав, подойдёт аллергикам. Серый цвет боковых частей матраса. Быстрая доставка, курьер звонил, заранее согласовал время.",14,9,6,2023,0,0,2,False,False,False,False,True,False,0.22,0.15,0.18,0.34,0.01
1,5,1,0,1,0,1,1,"Качество, размер, комплектация Нет Отличный комплект, нужного размера с одеялом и 2-мя подушками. Размер 200 х 160, высота 20 см. Все отлично упаковано в один рулон  и доставлено в срок. Развернули, подождали почти сутки - матрас превзошел все ожидания. Все качественно сделано, прошито. Вес 90 кг выдержал идеально. Удобно, мягко.",15,1,4,2023,0,0,4,False,False,False,False,True,False,0.16,0.35,0.13,0.1,0.02
1,5,1,0,0,0,0,0,"цена пока нет хороший матрас. сколько прослужит не знаю, но достойный за такую цену, еще и бонусы можно списать. Средней жёсткости. Привозят в рулоне, сначало испугались) но когда его раскрываешь, пружины встают и он распрямляется. Подушка и одеяло лёгкие, думаю не долго прослужат, но как бонус, приятно. Спасибо продавцу.",8,20,5,2024,0,0,4,False,False,False,False,True,False,0.2,0.09,0.43,0.27,0.01
0,5,1,0,0,0,0,0,"отнеслась с недоверием изначально, но вот уже неделю спим на матрасе и только положительные впечатления.Совершенно не замечаю как муж 94 кг переворачивается на своей половине. Жёсткость средняя как мне показалось. Даже сон крепче стал. Подушки и одеяло тоже отличного качества. нет Будем надеяться, что прослужит долго",15,21,2,2024,0,0,4,False,False,False,False,True,False,0.02,0.86,0.11,0.0,0.05
0,5,1,0,0,0,0,0,"очень удобен  я заказывала маме, она в восторге матрас очень удобный она высыпается она не любит мягкие по отзывам взяла этот и не пожалела, одеяло тоже шикарное оно хоть и очень лёгкое, но такое тёплое даже самые мерзлявые под ним не мёрзнут подушки очень мягкие как для меня очень маленькие, но моей мвоячнице очень понравились.",10,16,10,2023,0,0,4,False,False,False,True,False,False,0.12,0.12,0.15,0.61,0.0
1,5,1,0,0,0,0,0,"Удобная упаковка, общее качество Отсутствуют. Долго выбирали матрас, взамен старому. Выбор пал на данный товар. За небольшую стоимость в комплекте с матрасом также имеются две неплохие подушки и одеяло. Матрас очень понравился, в меру жёсткий, на ощупь приятный. Спать стало намного комфортнее. Рекомендуем к покупке.",8,25,5,2023,0,0,4,False,False,False,False,True,False,0.16,0.1,0.22,0.28,0.02
1,5,1,0,0,0,0,0,"Замечательный набор. Покупала маме, она в восторге) Говорит,что матрасв меру жесткий , подушки удобные, а одеяло невесомое) В общем -все нравится! Пока не обнаружили Очень довольны покупкой! Доставка своевременная,доставка и подняли бесплатно. Если вернется кешбек-то это одна из самых удачных покупок в Мегамаркете )))",16,27,4,2024,0,2,4,False,False,False,True,False,False,0.26,0.19,0.2,0.25,0.01
1,5,1,2,0,0,0,0,"Цена Не обнаружила Отличный матрас, спать очень комфортно, удобно было сразу получить готовый комплект с подушками и одеялом.",16,19,1,2024,0,0,2,False,False,False,False,True,False,0.18,0.21,0.16,0.14,0.04
1,5,1,5,0,0,0,0,"Три в одном матрац подушка и одеяло Нет Товар пришел в рулоне через десять минут выпрямился, матрас средней жесткости , подушка и одеяло очень мягкие и белоснежные, рекомендую.",21,21,11,2023,0,0,2,False,False,False,False,True,False,0.11,0.59,0.11,0.15,0.01
1,1,1,0,8,0,8,8,"Цена подушка и одеяло  Матрас сделан хорошо, но он очень мягкий настолько что меньше чем за месяц произошло защемление поясничного отдела!",8,6,12,2023,0,1,2,False,False,False,False,True,False,0.1,0.02,0.45,0.72,0.0
1,5,1,0,0,0,0,0,"Матрас средней жёсткости, спать комфортно. По началу внутри немного шуршит как пакет, через пару дней шуршание пропадает. Запах специфический пропадает на второй день. Подушки мягкие. Одеяло тёплое и лёгкое. Скользкий. Простыня улетает сразу как ложишься За эти деньги комплект адекватный. Плюс хороший кэшбэк.",22,17,1,2024,0,0,4,False,False,False,False,True,False,0.13,0.03,0.19,0.59,0.05
1,5,1,0,0,0,0,0,Просто отлично!  Привезли в срок.  Упаковано прекрасно,18,9,4,2024,0,1,1,False,False,False,True,False,False,0.1,0.16,0.17,0.37,0.03
1,5,1,2,0,0,0,0,Для детей само то. Но взрослые тоже могут спать Не обнаружил Это второй комплект купленный для детей. Все довольны. А ещё и бонусы))),7,21,1,2024,0,0,2,False,False,False,True,False,False,0.07,0.52,0.12,0.15,0.01
1,5,1,0,0,0,0,0,"Матрас доставлен свернутый в компактный рулон вместе с подушкой и одеялом. нет Матрас доставлен свернутый в компактный рулон вместе с подушкой и одеялом. Разрезали упаковку , матрас оставили расправляться  - визуально выглядит хорошо, достаточно высокий, средней жесткости. Одеяло - и подушка в комплекте.",9,17,3,2024,0,0,4,False,False,False,False,True,False,0.06,0.14,0.3,0.37,0.01
0,5,1,2,1,0,1,1,"Достаточно мягкий матрас, держащий форму тела. Легкое одеяло и очень мягкие подушки  Для меня одеяло показалось летним, а такой плотности подушки засунула бы две в наволочку. Дочке комплект зашел",13,4,10,2023,0,0,2,False,False,False,False,True,False,0.08,0.26,0.22,0.22,0.08
1,5,1,2,0,0,0,0,"Не требует отлёжки Пока не выявила Добротный матрас, в комплекте с подушками и легким одеялом вообще отличный вариант! Упакован отлично, всё белоснежное, без пятен. Сразу заправила ))",17,27,1,2024,0,1,2,False,False,False,True,False,False,0.14,0.13,0.22,0.17,0.01
1,5,1,0,0,0,0,0,"Отличный матрас за свою цену. Поверхность мягкая, но середина упругая. Лежать вполне комфортно как на спине, так и на боку) Быстро распрямился после распаковки. Приятный бонус - 2 подушки и одеялко внутри. Очень пригодится для гостей) Немного пах химозой первое время Отличный набор. Рекомендую к покупке",10,18,3,2024,0,0,4,False,False,False,True,False,False,0.13,0.21,0.2,0.17,0.02
1,3,1,0,0,0,0,0,Пришел в рулоне Одеяло непонятного размера. Или найди постельное. Подушки ну так. Спать неудобно. Чисто гостям положить новые. Матрас писали что жёсткий а нифига. Средней низкой жёсткости. В итоге продал матрас Матрас продан с дисконтом. Больше без примерки не возьму,10,18,9,2023,0,0,3,False,False,False,False,True,False,0.1,0.19,0.26,0.23,0.02
0,5,1,0,0,0,0,0,"Матрас средней жесткости, мягкие воздущные подушки, легкое мягкое одеяло.  Пришел упакованный в рулончик, тяжелый.",7,16,5,2024,0,0,2,False,False,False,False,True,False,0.15,0.52,0.1,0.1,0.01
1,5,1,0,0,0,0,0,"Отличный компактный комплект не сразу принимает форму Отличный матрас за свою цену (покупал за 11 тысяч) с учетом двух простеньких подушек и легкого одеяла в комплекте. жесткость приятная, достаточно высокий, разве что не сразу принимает свою форму и надо подождать, чтобы он пришел в полную готовность",17,5,9,2023,0,0,4,False,False,False,False,True,False,0.01,0.93,0.01,0.2,0.0
1,5,1,0,0,0,0,0,"Красивый матрас,приятно к телу. пока не нашли Брала матрас для сына,ему понравилось. Плотный, ровный, хорошо прошит.Посмотрим как дальше будет  служить.Одеяло в комплекте лёгкое,на лето как раз,зимой конечно  думаю будет под ней холодновато. Подушка конечно не очень,пустоват.В целом довольны покупкой.",8,25,6,2024,0,0,4,False,False,False,True,False,False,0.13,0.31,0.15,0.04,0.19
1,5,1,1,0,0,0,0,"Матрас Расправился моментально. В комплекте одеялко и подушка.  Матрас выглядит очень качественным и надежным. Одеялко легкое. Подушка мягкая. Покупали на дачу, поэтому очень удобно что все сразу.",13,9,2,2024,0,0,2,False,False,False,False,True,False,0.05,0.33,0.14,0.33,0.01
1,5,1,0,0,0,0,0,"Цена Нет Приобрели данный матрас в комплекте с одеялом и двумя подушками, остались в полном восторге. Матрас очень удобный, средней жёсткости, очень удобно на нём спать, подушки идеальной толщины, одеяло легкое, но тёплое. За свою стоимость с возвратом бонусов просто сказка!",9,28,1,2024,0,1,3,False,False,False,True,False,False,0.13,0.38,0.28,0.15,0.0
0,5,1,2,0,0,0,0,"Хороший матрас. Для нас оказался слишком мягким. Но это дело привычки. Хороший комплект за приемлемую цену. Матрас соответствует описанию, подушка с одеялом хорошего качества.",15,14,6,2024,0,0,2,False,False,False,False,True,False,0.06,0.38,0.14,0.26,0.01
1,5,1,0,0,0,0,0,"Взяли уже второй матрас этой фирмы. Удобный мягкий, комфортный) Если вы 90- 100 кг вам будет слишком мягко) думаю матрас не для большой нагрузки Впечатления самые положительные, подушки и одеяло в комплекте, просто топ. На матрасе спим, спина не болит, тело отдыхает. Абсолютно без запаха, все отлично)",18,13,8,2023,0,0,4,False,False,False,True,False,False,0.13,0.49,0.3,0.02,0.04
0,5,1,0,0,0,0,0,"неплохой товар за свои деньги за цену с учётом скидки и бонусов минусов нет. приятный бонус-подушки и одеяло, качество подушек конечно не очень, но при цене за данный комплект вполне устраивает, подушки используются как дежурные. Матрас покупался для дачи-за данную цену просто отличный вариант.",4,16,8,2023,0,0,3,False,False,False,False,True,False,0.03,0.1,0.09,0.73,0.0
1,5,1,5,0,0,0,0,"Мягкий удобный  Именно то что я и хотела. Мягкий удобный. Подушки одеяла приятные, мягкие как перышко. Заказыва два штуки себе и подруге. Ей тоже очень понравился матрас.",21,27,4,2024,0,0,2,False,False,False,True,False,False,0.09,0.26,0.07,0.14,0.02
0,5,1,0,0,0,0,0,Идеальный матрас! Нет Однозначно рекомендую!,14,5,9,2023,0,2,1,False,True,False,False,False,False,0.12,0.31,0.09,0.16,0.02
1,5,1,2,0,0,0,0,"отличный набор , матрас средней жесткости , одеяло и подушка мягкие воздушные не нашли доставка в срок, ребенок доводен , мягко удобно ,уютно ,,спасибо за качественный товар.",3,22,5,2024,0,0,2,False,False,False,True,False,False,0.1,0.39,0.22,0.14,0.01
1,5,1,0,0,0,0,0,"Очень классный комплект! нет и не может быть Давно было желание заменить свой старый 15 летний матрас, решился и купил, упаковка на совесть, +в комплекте всё что надо! плотный, высокий, наконец то перестал ощущать пружины!",3,24,11,2023,0,3,3,False,False,False,False,True,False,0.06,0.79,0.15,0.03,0.02
1,5,1,0,0,0,0,0,"Цена!!! Качество!!! Пока не найдено. Купил этот набор. По инструкции 72 часа отлежал на ровной поверхности. Постелил. Кайф невероятный. Он в меру мягкий, но в то же время-упругий. Он мне очень поравился. Одеяло из набора легкое, средней толщины. Теплое. Подушки обалденные. Очень доволен покупкой!!!!",17,29,11,2023,0,4,4,False,False,False,False,True,False,0.13,0.3,0.36,0.12,0.01
1,5,1,0,0,0,0,0,"Невероятно удобный Нет Не думала, что за такую стоимость в 8к можно получить настолько комфортный, отличный матрас. Так помимо самого матраса неплохое дополнение в виде подушки и одеяла, конечно хотелось бы подушку 70х70 но и 50х70 не плохой вариант, тут чисто моя симпатия к подушкам 70х70 больше.",10,13,9,2023,0,0,3,False,False,False,False,True,False,0.05,0.4,0.23,0.21,0.01
1,5,1,3,0,0,0,0,"Отличная упаковка Нет Отличные матрасы,  привезли в рулонах, через час уже были ровненькие, брали детям, но сама тоже поспала, отличные! Подушка и одеяло ну так себе)",17,9,10,2023,0,1,2,False,False,False,True,False,False,0.08,0.12,0.07,0.73,0.0
1,3,1,0,1,0,1,1,Стоимость с учетом бонусов+ 2 подушки + одеяло Качество По прошествию 10 месяцев при посадке на матрас на стороне где сплю (мой вес 90 кг) продавливается до основания кровати. На супер качество не рассчитывал когда покупал за 6500 р. (с учетом полученных бонусов + 2 подушки (очень тонкие) и одеяло).,9,28,1,2024,0,0,4,False,False,False,False,True,False,0.13,0.22,0.22,0.21,0.01
1,5,1,1,0,0,0,0,"Матрас свиду выглядит качественным. жесткость - средняя. В применении понравился. Односторонний матрас. Не подвели, комплект понравился. Спасибо.",15,25,1,2024,0,0,2,False,False,False,True,False,False,0.06,0.63,0.02,0.05,0.09
1,5,1,0,0,0,0,0,"брала матрас 140*200 еще по цене 10 тысяч, пришёл такой весь завернутый в трубу,я сначала испугалась, думала он такой маленький, а где там еще подушки с одеялом..с мужем вскрыли пленку и он быстро расправился, обрел объем, подушки с одеялом хорошие..за такую цену ну вообще классно нет все классно",4,26,9,2023,0,0,3,False,False,True,False,False,False,0.07,0.09,0.15,0.29,0.02
0,5,1,1,0,0,0,0,"Хороший комлект матрас+одеяло+подушки, заказ достален вовремя. Все упаковано в рулон, очень удобно. Доставили до квартиры  Хороший комлект матрас+одеяло+подушки, заказ достален вовремя",20,20,1,2024,0,0,2,False,False,False,False,True,False,0.06,0.35,0.13,0.31,0.02
0,5,1,0,0,0,0,0,"Качество и цена. Не обнаружено. Отличный комплект, по отличной цене. Матрас очень хорошего качества, удобной высоты и жесткости. Подушка тоже хорошая - спать на ней идеально удобно. Одеяло не толстое, но для городских квартир с хорошим отоплением - самое то. Я очень довольна этой покупкой.",6,12,1,2024,0,0,3,False,False,False,True,False,False,0.2,0.1,0.5,0.13,0.03
1,5,1,0,0,0,0,0,"цена, качество нет Прекрасно что не надо думать и выбирать одеяло и подушку.. купил матрас, остальное в комплекте.. качество нормальное, за свои деньги просто супер. удобно упаковано, подушка и одеяло внутри скрученного матраса. все в пленки и удобная ручка для переноски. матрас удобный.",19,26,7,2023,0,0,3,False,False,False,False,True,False,0.11,0.66,0.18,0.06,0.01
1,5,1,2,0,0,0,0,"Мягкие как облачко Нет Супер комплект. Матрас средней жесткости, очень  удобный. Одняло и подушки безумно мягкие и белоснежные. Очень повезло купить набор по акции.",9,27,6,2023,0,0,2,False,False,False,True,False,False,0.07,0.78,0.1,0.01,0.01
1,2,1,0,11,4,15,7,"На дачу, в гостевую комнату пойдет, вроде чистенькое и новенькое. Странная ткань серого цвета, похожа на укрывной материал для растений. Для использования каждый день этот комплект не подходит. Перечеркнутая цена 26 000- насмешила. Купила за 8900 р. Очень понравился ремень для переноски.",12,14,5,2023,0,0,3,False,False,False,False,True,False,0.11,0.33,0.18,0.26,0.01
0,4,1,2,0,0,0,0,"Цена, комфорт, качество Наполнитель так себе Матрас за свой дережные средства отличный, немного продавливается но куда без этого, без запаха, был хорошо упакован",15,5,3,2024,0,0,2,False,False,False,False,True,False,0.1,0.13,0.33,0.54,0.0
1,5,1,1,0,0,0,0,"Отличный подарок в виде подушек и одеяла, доставили прямо к двери дома, матрас хороший качественный, пришло в целости и сохранности, спасибо!!! нет рекомендую к покупке",12,10,5,2024,0,3,2,False,False,False,True,False,False,0.07,0.41,0.17,0.29,0.01
1,5,1,0,0,0,0,0,"Хороший матрас с нескользящим наматрасником Односторонний Хотя односторонний это больше как придирка,чем минус)",2,24,5,2023,0,0,2,False,False,False,True,False,False,0.08,0.36,0.39,0.07,0.02
1,5,1,0,0,0,0,0,"Очень удобный, спать на данном матрассе одно удовольствие, средняя жесткость, в наборе идет одеяло и 2 подушки, стоимость супер Минус любого матраса это белый цвет, легко загрязняется, обязательно надо купить наматрасник Долго выбирала матрас, очень рада, что выбрала данную модель",14,4,1,2024,0,0,3,False,False,False,False,True,False,0.03,0.28,0.06,0.38,0.01
0,5,1,1,0,0,0,0,"Жесткость, качество исполения и цена выше всяких похвал. не обнаружено Жаль что не успел взять еще один. С кэшбэком и бонусами комплект вышел 5000р, что даже не смешно.",14,4,6,2024,0,0,2,False,False,False,False,False,True,0.07,0.31,0.08,0.26,0.0
1,5,1,0,0,0,0,0,"хорошоший матрас со скидкой и одеялом и подушками отлично получается посмотрим сколько прослужит для меня мягок жоще бы матрас принимает изгиб тела для себя постелила топпер отлично стало,одеяло отличное,подушки пушистики мягкие на любителя,а комплект отличный рекомендую 👌",2,29,9,2023,1,0,3,False,False,False,False,True,False,0.1,0.29,0.35,0.1,0.02
1,5,1,0,1,2,3,-1,Матрас отличный. Подушки мягковаты Набор очень хороший. С учётом кэша вышла отличная цена.,14,1,5,2023,0,0,1,False,False,False,True,False,False,0.08,0.06,0.22,0.49,0.03
1,5,1,0,0,0,0,0,"Комплектация набора, качество пока нет, пользуемся мало Отличный комплект по хорошей цене от известного производителя, да еще и кешбек вернется. В комплекте хорошая подушка 50х70 и 1,5 спальное всесезонное одеяло, подходит для детей, которые не хотят укрываться толстыми одеялами.",8,26,1,2024,0,0,3,False,False,False,False,True,False,0.07,0.17,0.16,0.36,0.03
0,4,1,0,0,0,0,0,"цена возврат по ошибке заказал не тот размер. и тут началась эпопея по возврату.  в назначенное время курьер не приехал , переназначили,  снова не приехал. на третий раз только забрали. деньги вернули в срок. про набор ничего особо не скажу. на первый взгляд все должно быть хорошо.",6,18,3,2024,0,0,3,False,False,False,False,True,False,0.03,0.27,0.24,0.45,0.0
1,5,1,3,0,0,0,0,"  Очень довольны, удобный, ложимся и наслаждаемся. Чехол на молнии, это удобно. Так компактно упакован, как только сняли упаковку, матрас как по волшебству принял свою форму.",6,18,2,2024,0,0,2,False,False,False,True,False,False,0.07,0.67,0.15,0.02,0.13
1,5,1,0,0,0,0,0,"Прекрасный матрас. немного пах первое время . Хороший матрас, перестала болеть спина и прошло разбитое состояние - после старого матраса. В комплекте хорошее одеяло , очень легкое и теплое , к подушкам привыкали пару дней . Доставили прямо в квартиру , покупкой очень довольны .",6,21,10,2023,0,0,3,False,False,False,False,True,False,0.04,0.54,0.17,0.04,0.08
1,5,1,4,0,0,0,0,все хорошо. минусов пока не увидела. Матрас 140*200 пришёл скрученный и упакованный в пленку. 2 подушки и одеяло. Все хорошего качества. рекомендую.,9,21,3,2024,0,0,2,False,False,False,False,True,False,0.18,0.27,0.25,0.11,0.01
1,5,1,1,0,0,0,0,Цена с кешбеком. Пока не выявлено Доставили быстро хорошо упакованным в скрученном виде. Матрас хороший. Тяжелый. Внушает доверие. Твердость средняя. Советуем.,18,22,4,2024,0,0,2,False,False,False,False,True,False,0.07,0.37,0.08,0.16,0.06
1,5,1,0,0,0,0,0,"матрас просто шикарный! привезли вовремя. доставили прямо в квартиру, звонили несколько раз, доставке 5+ подушки ""тощие"", но заказывали не их, а матрас в первую очередь очень рада, что заказали! матрас плотный, красивый, ОДНОСТОРОННИЙ!",7,15,6,2024,0,3,3,False,False,False,True,False,False,0.12,0.26,0.16,0.28,0.01
